CEPH ID,population,Geographic origin,Region,Pop7Groups,Sex,All LCLs (H1063),Unrelated (1st and 2nd degree) (H951)
HGDP00741,Palestinian,Israel (Central),Middle East,Middle_Est,F,yes,yes
HGDP00742,Palestinian,Israel (Central),Middle East,Middle_Est,F,yes,no
HGDP00743,Palestinian,Israel (Central),Middle East,Middle_Est,F,yes,no
HGDP00744,Palestinian,Israel (Central),Middle East,Middle_Est,F,yes,yes
HGDP00745,Palestinian,Israel (Central),Middle East,Middle_Est,F,yes,yes
HGDP00746,Palestinian,Israel (Central),Middle East,Middle_Est,F,yes,yes
HGDP00747,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00748,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00749,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00750,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00751,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00752,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00753,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00754,Japanese,Japan,Asia,Est_Asia,F,yes,yes
HGDP00755,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00756,Japanese,Japan,Asia,Est_Asia,F,yes,yes
HGDP00757,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00758,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00759,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00760,Japanese,Japan,Asia,Est_Asia,F,yes,yes
HGDP00761,Japanese,Japan,Asia,Est_Asia,F,yes,yes
HGDP00762,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00763,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00764,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00765,Japanese,Japan,Asia,Est_Asia,F,yes,yes
HGDP00766,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00767,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00768,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00769,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00770,Japanese,Japan,Asia,Est_Asia,M,yes,no
HGDP00771,Japanese,Japan,Asia,Est_Asia,F,yes,yes
HGDP00772,Japanese,Japan,Asia,Est_Asia,F,yes,yes
HGDP00773,Japanese,Japan,Asia,Est_Asia,F,yes,yes
HGDP00774,Han,China,Asia,Est_Asia,M,yes,yes
HGDP00775,Han,China,Asia,Est_Asia,M,yes,yes
HGDP00776,Han,China,Asia,Est_Asia,F,yes,yes
HGDP00777,Han,China,Asia,Est_Asia,M,yes,yes
HGDP00778,Han,China,Asia,Est_Asia,M,yes,yes
HGDP00779,Han,China,Asia,Est_Asia,M,yes,yes
HGDP00780,Han,China,Asia,Est_Asia,M,yes,yes
HGDP00781,Han,China,Asia,Est_Asia,F,yes,yes
HGDP00782,Han,China,Asia,Est_Asia,M,yes,yes
HGDP00783,Han,China,Asia,Est_Asia,F,yes,yes
HGDP00784,Han,China,Asia,Est_Asia,F,yes,yes
HGDP00785,Han,China,Asia,Est_Asia,M,yes,yes
HGDP00786,Han,China,Asia,Est_Asia,M,yes,yes
HGDP00787,NAN_Melanesian,Bougainville,Oceania,Oceania,F,yes,yes
HGDP00788,NAN_Melanesian,Bougainville,Oceania,Oceania,M,yes,yes
HGDP00789,NAN_Melanesian,Bougainville,Oceania,Oceania,M,yes,no
HGDP00790,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00791,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00792,Colombian,Colombia,America,America,M,yes,no
HGDP00793,Colombian,Colombia,America,America,F,yes,no
HGDP00794,Orcadian,Orkney Islands,Europe,Europe,F,yes,yes
HGDP00795,Orcadian,Orkney Islands,Europe,Europe,M,yes,yes
HGDP00796,Orcadian,Orkney Islands,Europe,Europe,F,yes,yes
HGDP00797,Orcadian,Orkney Islands,Europe,Europe,F,yes,yes
HGDP00798,Orcadian,Orkney Islands,Europe,Europe,M,yes,yes
HGDP00799,Orcadian,Orkney Islands,Europe,Europe,F,yes,yes
HGDP00800,Orcadian,Orkney Islands,Europe,Europe,F,yes,yes
HGDP00801,Orcadian,Orkney Islands,Europe,Europe,F,yes,no
HGDP00802,Orcadian,Orkney Islands,Europe,Europe,F,yes,yes
HGDP00803,Orcadian,Orkney Islands,Europe,Europe,M,yes,yes
HGDP00804,Orcadian,Orkney Islands,Europe,Europe,M,yes,yes
HGDP00805,Orcadian,Orkney Islands,Europe,Europe,F,yes,yes
HGDP00806,Orcadian,Orkney Islands,Europe,Europe,F,yes,yes
HGDP00807,Orcadian,Orkney Islands,Europe,Europe,M,yes,yes
HGDP00808,Orcadian,Orkney Islands,Europe,Europe,M,yes,yes
HGDP00810,Orcadian,Orkney Islands,Europe,Europe,M,yes,yes
HGDP00811,Han,China,Asia,Est_Asia,F,yes,yes
HGDP00812,Han,China,Asia,Est_Asia,F,yes,yes
HGDP00813,Han,China,Asia,Est_Asia,F,yes,yes
HGDP00814,Han,China,Asia,Est_Asia,F,yes,yes
HGDP00815,Han,China,Asia,Est_Asia,M,yes,yes
HGDP00817,Han,China,Asia,Est_Asia,F,yes,yes
HGDP00818,Han,China,Asia,Est_Asia,F,yes,yes
HGDP00819,Han,China,Asia,Est_Asia,M,yes,yes
HGDP00820,Han,China,Asia,Est_Asia,F,yes,yes
HGDP00821,Han,China,Asia,Est_Asia,M,yes,yes
HGDP00822,Han,China,Asia,Est_Asia,M,yes,yes
HGDP00823,NAN_Melanesian,Bougainville,Oceania,Oceania,M,yes,no
HGDP00824,NAN_Melanesian,Bougainville,Oceania,Oceania,M,yes,no
HGDP00825,NAN_Melanesian,Bougainville,Oceania,Oceania,F,yes,no
HGDP00826,NAN_Melanesian,Bougainville,Oceania,Oceania,F,yes,no
HGDP00827,Colombian,Colombia,America,America,F,yes,no
HGDP00828,Japanese,Japan,Asia,Est_Asia,M,yes,yes
HGDP00830,Surui,Brazil,America,America,F,yes,no
HGDP00832,Surui,Brazil,America,America,F,yes,yes
HGDP00833,Surui,Brazil,America,America,F,yes,no
HGDP00834,Surui,Brazil,America,America,M,yes,no
HGDP00835,Surui,Brazil,America,America,M,yes,no
HGDP00837,Surui,Brazil,America,America,M,yes,yes
HGDP00838,Surui,Brazil,America,America,F,yes,yes
HGDP00839,Surui,Brazil,America,America,M,yes,no
HGDP00840,Surui,Brazil,America,America,F,yes,no
HGDP00841,Surui,Brazil,America,America,F,yes,no
HGDP00842,Surui,Brazil,America,America,M,yes,no
HGDP00843,Surui,Brazil,America,America,M,yes,yes
HGDP00844,Surui,Brazil,America,America,M,yes,no
HGDP00845,Surui,Brazil,America,America,M,yes,yes
HGDP00846,Surui,Brazil,America,America,F,yes,yes
HGDP00847,Surui,Brazil,America,America,M,yes,no
HGDP00848,Surui,Brazil,America,America,F,yes,no
HGDP00849,Surui,Brazil,America,America,M,yes,yes
HGDP00850,Surui,Brazil,America,America,F,yes,no
HGDP00851,Surui,Brazil,America,America,M,yes,no
HGDP00852,Surui,Brazil,America,America,F,yes,yes
HGDP00854,Maya,Mexico,America,America,F,yes,yes
HGDP00855,Maya,Mexico,America,America,F,yes,yes
HGDP00856,Maya,Mexico,America,America,M,yes,yes
HGDP00857,Maya,Mexico,America,America,F,yes,yes
HGDP00858,Maya,Mexico,America,America,F,yes,yes
HGDP00859,Maya,Mexico,America,America,F,yes,yes
HGDP00860,Maya,Mexico,America,America,F,yes,yes
HGDP00861,Maya,Mexico,America,America,F,yes,yes
HGDP00862,Maya,Mexico,America,America,F,yes,yes
HGDP00863,Maya,Mexico,America,America,F,yes,yes
HGDP00864,Maya,Mexico,America,America,F,yes,yes
HGDP00865,Maya,Mexico,America,America,F,yes,yes
HGDP00866,Maya,Mexico,America,America,F,yes,no
HGDP00867,Maya,Mexico,America,America,F,yes,no
HGDP00868,Maya,Mexico,America,America,F,yes,yes
HGDP00869,Maya,Mexico,America,America,F,yes,yes
HGDP00870,Maya,Mexico,America,America,F,yes,yes
HGDP00871,Maya,Mexico,America,America,F,yes,yes
HGDP00872,Maya,Mexico,America,America,F,yes,yes
HGDP00873,Maya,Mexico,America,America,F,yes,yes
HGDP00874,Maya,Mexico,America,America,F,yes,no
HGDP00875,Maya,Mexico,America,America,F,yes,yes
HGDP00876,Maya,Mexico,America,America,F,yes,yes
HGDP00877,Maya,Mexico,America,America,M,yes,yes
HGDP00878,Maya,Mexico,America,America,M,yes,no
HGDP00879,Russian,Russia,Europe,Europe,M,yes,yes
HGDP00880,Russian,Russia,Europe,Europe,M,yes,yes
HGDP00881,Russian,Russia,Europe,Europe,F,yes,yes
HGDP00882,Russian,Russia,Europe,Europe,M,yes,yes
HGDP00883,Russian,Russia,Europe,Europe,M,yes,yes
HGDP00884,Russian,Russia,Europe,Europe,F,yes,yes
HGDP00885,Russian,Russia,Europe,Europe,F,yes,yes
HGDP00886,Russian,Russia,Europe,Europe,M,yes,yes
HGDP00887,Russian,Russia,Europe,Europe,M,yes,yes
HGDP00888,Russian,Russia,Europe,Europe,M,yes,yes
HGDP00889,Russian,Russia,Europe,Europe,F,yes,yes
HGDP00890,Russian,Russia,Europe,Europe,M,yes,yes
HGDP00891,Russian,Russia,Europe,Europe,M,yes,yes
HGDP00892,Russian,Russia,Europe,Europe,M,yes,yes
HGDP00893,Russian,Russia,Europe,Europe,M,yes,yes
HGDP00894,Russian,Russia,Europe,Europe,M,yes,yes
HGDP00895,Russian,Russia,Europe,Europe,M,yes,yes
HGDP00896,Russian,Russia,Europe,Europe,M,yes,yes
HGDP00897,Russian,Russia,Europe,Europe,M,yes,yes
HGDP00898,Russian,Russia,Europe,Europe,F,yes,yes
HGDP00899,Russian,Russia,Europe,Europe,F,yes,yes
HGDP00900,Russian,Russia,Europe,Europe,M,yes,yes
HGDP00901,Russian,Russia,Europe,Europe,F,yes,yes
HGDP00902,Russian,Russia,Europe,Europe,F,yes,yes
HGDP00903,Russian,Russia,Europe,Europe,F,yes,yes
HGDP00904,Mandenka,Senegal,Subsaharan Africa,Africa,M,yes,yes
HGDP00905,Mandenka,Senegal,Subsaharan Africa,Africa,M,yes,yes
HGDP00906,Mandenka,Senegal,Subsaharan Africa,Africa,M,yes,yes
HGDP00907,Mandenka,Senegal,Subsaharan Africa,Africa,M,yes,yes
HGDP00908,Mandenka,Senegal,Subsaharan Africa,Africa,M,yes,yes
HGDP00909,Mandenka,Senegal,Subsaharan Africa,Africa,F,yes,yes
HGDP00910,Mandenka,Senegal,Subsaharan Africa,Africa,F,yes,yes
HGDP00911,Mandenka,Senegal,Subsaharan Africa,Africa,M,yes,yes
HGDP00912,Mandenka,Senegal,Subsaharan Africa,Africa,M,yes,yes
HGDP00913,Mandenka,Senegal,Subsaharan Africa,Africa,M,yes,yes
HGDP00914,Mandenka,Senegal,Subsaharan Africa,Africa,F,yes,yes
HGDP00915,Mandenka,Senegal,Subsaharan Africa,Africa,F,yes,yes
HGDP00916,Mandenka,Senegal,Subsaharan Africa,Africa,F,yes,no
HGDP00917,Mandenka,Senegal,Subsaharan Africa,Africa,F,yes,yes
HGDP00918,Mandenka,Senegal,Subsaharan Africa,Africa,F,yes,yes
HGDP00919,Mandenka,Senegal,Subsaharan Africa,Africa,M,yes,no
HGDP00920,Yoruba,Nigeria,Subsaharan Africa,Africa,F,yes,yes
HGDP00921,Yoruba,Nigeria,Subsaharan Africa,Africa,F,yes,no
HGDP00922,Yoruba,Nigeria,Subsaharan Africa,Africa,F,yes,no
HGDP00923,Yoruba,Nigeria,Subsaharan Africa,Africa,M,yes,no
HGDP00924,Yoruba,Nigeria,Subsaharan Africa,Africa,F,yes,yes
HGDP00925,Yoruba,Nigeria,Subsaharan Africa,Africa,F,yes,yes
HGDP00926,Yoruba,Nigeria,Subsaharan Africa,Africa,F,yes,yes
HGDP00927,Yoruba,Nigeria,Subsaharan Africa,Africa,M,yes,yes
HGDP00928,Yoruba,Nigeria,Subsaharan Africa,Africa,F,yes,yes
HGDP00929,Yoruba,Nigeria,Subsaharan Africa,Africa,M,yes,yes
HGDP00930,Yoruba,Nigeria,Subsaharan Africa,Africa,M,yes,yes
HGDP00931,Yoruba,Nigeria,Subsaharan Africa,Africa,M,yes,yes
HGDP00932,Yoruba,Nigeria,Subsaharan Africa,Africa,M,yes,yes
HGDP00933,Yoruba,Nigeria,Subsaharan Africa,Africa,F,yes,yes
HGDP00934,Yoruba,Nigeria,Subsaharan Africa,Africa,F,yes,yes
HGDP00935,Yoruba,Nigeria,Subsaharan Africa,Africa,F,yes,yes
HGDP00936,Yoruba,Nigeria,Subsaharan Africa,Africa,M,yes,yes
HGDP00937,Yoruba,Nigeria,Subsaharan Africa,Africa,M,yes,yes
HGDP00938,Yoruba,Nigeria,Subsaharan Africa,Africa,F,yes,yes
HGDP00939,Yoruba,Nigeria,Subsaharan Africa,Africa,F,yes,yes
HGDP00940,Yoruba,Nigeria,Subsaharan Africa,Africa,M,yes,yes
HGDP00941,Yoruba,Nigeria,Subsaharan Africa,Africa,M,yes,yes
HGDP00942,Yoruba,Nigeria,Subsaharan Africa,Africa,M,yes,yes
HGDP00943,Yoruba,Nigeria,Subsaharan Africa,Africa,M,yes,yes
HGDP00944,Yoruba,Nigeria,Subsaharan Africa,Africa,M,yes,yes
HGDP00945,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00946,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00947,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00948,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00949,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00950,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00951,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00952,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00953,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00954,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00955,Yakut,Siberia,Asia,Est_Asia,F,yes,yes
HGDP00956,Yakut,Siberia,Asia,Est_Asia,F,yes,yes
HGDP00957,Yakut,Siberia,Asia,Est_Asia,F,yes,yes
HGDP00958,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00959,Yakut,Siberia,Asia,Est_Asia,F,yes,yes
HGDP00960,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00961,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00962,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00963,Yakut,Siberia,Asia,Est_Asia,F,yes,yes
HGDP00964,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00965,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00966,Yakut,Siberia,Asia,Est_Asia,F,yes,yes
HGDP00967,Yakut,Siberia,Asia,Est_Asia,F,yes,yes
HGDP00968,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00969,Yakut,Siberia,Asia,Est_Asia,M,yes,yes
HGDP00970,Colombian,Colombia,America,America,F,yes,yes
HGDP00971,Han,China,Asia,Est_Asia,M,yes,yes
HGDP00972,Han,China,Asia,Est_Asia,F,yes,yes
HGDP00973,Han,China,Asia,Est_Asia,M,yes,yes
HGDP00974,Han,China,Asia,Est_Asia,F,yes,yes
HGDP00975,Han,China,Asia,Est_Asia,F,yes,yes
HGDP00976,Han,China,Asia,Est_Asia,F,yes,yes
HGDP00977,Han,China,Asia,Est_Asia,M,yes,yes
HGDP00978,NAN_Melanesian,Bougainville,Oceania,Oceania,F,yes,no
HGDP00979,NAN_Melanesian,Bougainville,Oceania,Oceania,F,yes,no
HGDP00980,Biaka_Pygmy,Central African Republic,Subsaharan Africa,Africa,F,yes,no
HGDP00981,Biaka_Pygmy,Central African Republic,Subsaharan Africa,Africa,M,yes,no
HGDP00982,Mbuti_Pygmy,Democratic Republic of Congo,Subsaharan Africa,Africa,M,yes,yes
HGDP00983,Mbuti_Pygmy,Democratic Republic of Congo,Subsaharan Africa,Africa,M,yes,no
HGDP00984,Mbuti_Pygmy,Democratic Republic of Congo,Subsaharan Africa,Africa,M,yes,yes
HGDP00985,Biaka_Pygmy,Central African Republic,Subsaharan Africa,Africa,M,yes,yes
HGDP00986,Biaka_Pygmy,Central African Republic,Subsaharan Africa,Africa,M,yes,yes
HGDP00987,San,Namibia,Subsaharan Africa,Africa,M,yes,yes
HGDP00988,San,Namibia,Subsaharan Africa,Africa,M,yes,no
HGDP00991,San,Namibia,Subsaharan Africa,Africa,M,yes,yes
HGDP00992,San,Namibia,Subsaharan Africa,Africa,M,yes,yes
HGDP00993,Bantu_S.E._Pedi,South Africa,Subsaharan Africa,Africa,M,yes,yes
HGDP00994,Bantu_S.E._S.Sotho,South Africa,Subsaharan Africa,Africa,M,yes,yes
HGDP00995,Karitiana,Brazil,America,America,F,yes,yes
HGDP00996,Karitiana,Brazil,America,America,F,yes,no
HGDP00997,Karitiana,Brazil,America,America,M,yes,no
HGDP00998,Karitiana,Brazil,America,America,M,yes,yes
HGDP00999,Karitiana,Brazil,America,America,F,yes,yes
HGDP01000,Karitiana,Brazil,America,America,M,yes,no
HGDP01001,Karitiana,Brazil,America,America,F,yes,yes
HGDP01003,Karitiana,Brazil,America,America,F,yes,yes
HGDP01004,Karitiana,Brazil,America,America,M,yes,no
HGDP01005,Karitiana,Brazil,America,America,M,yes,no
HGDP01006,Karitiana,Brazil,America,America,F,yes,yes
HGDP01007,Karitiana,Brazil,America,America,F,yes,no
HGDP01008,Karitiana,Brazil,America,America,F,yes,no
HGDP01009,Karitiana,Brazil,America,America,M,yes,yes
HGDP01010,Karitiana,Brazil,America,America,F,yes,yes
HGDP01011,Karitiana,Brazil,America,America,F,yes,no
HGDP01012,Karitiana,Brazil,America,America,M,yes,yes
HGDP01013,Karitiana,Brazil,America,America,M,yes,yes
HGDP01014,Karitiana,Brazil,America,America,F,yes,yes
HGDP01015,Karitiana,Brazil,America,America,M,yes,yes
HGDP01016,Karitiana,Brazil,America,America,F,yes,no
HGDP01017,Karitiana,Brazil,America,America,F,yes,no
HGDP01018,Karitiana,Brazil,America,America,F,yes,yes
HGDP01019,Karitiana,Brazil,America,America,M,yes,yes
HGDP01021,Han,China,Asia,Est_Asia,F,yes,yes
HGDP01022,Han,China,Asia,Est_Asia,F,yes,no
HGDP01023,Han,China,Asia,Est_Asia,F,yes,yes
HGDP01024,Han,China,Asia,Est_Asia,F,yes,yes
HGDP01025,Japanese,Japan,Asia,Est_Asia,M,yes,no
HGDP01027,NAN_Melanesian,Bougainville,Oceania,Oceania,F,yes,yes
HGDP01028,Bantu_S.W._Herero,South Africa,Subsaharan Africa,Africa,M,yes,yes
HGDP01029,San,Namibia,Subsaharan Africa,Africa,M,yes,yes
HGDP01030,Bantu_S.E._Tswana,South Africa,Subsaharan Africa,Africa,M,yes,yes
HGDP01031,Bantu_S.W._Ovambo,South Africa,Subsaharan Africa,Africa,M,yes,yes
HGDP01032,San,Namibia,Subsaharan Africa,Africa,M,yes,yes
HGDP01033,Bantu_S.E._Zulu,South Africa,Subsaharan Africa,Africa,M,yes,yes
HGDP01034,Bantu_S.E._Tswana,South Africa,Subsaharan Africa,Africa,M,yes,yes
HGDP01035,Bantu_S.W._Herero,South Africa,Subsaharan Africa,Africa,M,yes,yes
HGDP01036,San,Namibia,Subsaharan Africa,Africa,M,yes,yes
HGDP01037,Pima,Mexico,America,America,M,yes,yes
HGDP01038,Pima,Mexico,America,America,F,yes,no
HGDP01039,Pima,Mexico,America,America,M,yes,no
HGDP01040,Pima,Mexico,America,America,M,yes,no
HGDP01041,Pima,Mexico,America,America,F,yes,no
HGDP01042,Pima,Mexico,America,America,M,yes,yes
HGDP01043,Pima,Mexico,America,America,M,yes,yes
HGDP01044,Pima,Mexico,America,America,F,yes,yes
HGDP01045,Pima,Mexico,America,America,M,yes,no
HGDP01046,Pima,Mexico,America,America,F,yes,no
HGDP01047,Pima,Mexico,America,America,M,yes,yes
HGDP01048,Pima,Mexico,America,America,F,yes,no
HGDP01049,Pima,Mexico,America,America,F,yes,no
HGDP01050,Pima,Mexico,America,America,M,yes,yes
HGDP01051,Pima,Mexico,America,America,F,yes,yes
HGDP01052,Pima,Mexico,America,America,M,yes,no
HGDP01053,Pima,Mexico,America,America,F,yes,yes
HGDP01054,Pima,Mexico,America,America,F,yes,no
HGDP01055,Pima,Mexico,America,America,M,yes,yes
HGDP01056,Pima,Mexico,America,America,F,yes,yes
HGDP01057,Pima,Mexico,America,America,M,yes,yes
HGDP01058,Pima,Mexico,America,America,F,yes,yes
HGDP01059,Pima,Mexico,America,America,M,yes,yes
HGDP01060,Pima,Mexico,America,America,M,yes,yes
HGDP01061,Pima,Mexico,America,America,M,yes,no
HGDP01062,Sardinian,Italy,Europe,Europe,F,yes,yes
HGDP01063,Sardinian,Italy,Europe,Europe,M,yes,yes
HGDP01064,Sardinian,Italy,Europe,Europe,F,yes,yes
HGDP01065,Sardinian,Italy,Europe,Europe,F,yes,yes
HGDP01066,Sardinian,Italy,Europe,Europe,M,yes,yes
HGDP01067,Sardinian,Italy,Europe,Europe,M,yes,yes
HGDP01068,Sardinian,Italy,Europe,Europe,F,yes,yes
HGDP01069,Sardinian,Italy,Europe,Europe,M,yes,yes
HGDP01070,Sardinian,Italy,Europe,Europe,F,yes,yes
HGDP01071,Sardinian,Italy,Europe,Europe,M,yes,yes
HGDP01072,Sardinian,Italy,Europe,Europe,F,yes,yes
HGDP01073,Sardinian,Italy,Europe,Europe,M,yes,yes
HGDP01074,Sardinian,Italy,Europe,Europe,F,yes,yes
HGDP01075,Sardinian,Italy,Europe,Europe,M,yes,yes
HGDP01076,Sardinian,Italy,Europe,Europe,M,yes,yes
HGDP01077,Sardinian,Italy,Europe,Europe,M,yes,yes
HGDP01078,Sardinian,Italy,Europe,Europe,F,yes,yes
HGDP01079,Sardinian,Italy,Europe,Europe,M,yes,yes
HGDP01081,Mbuti_Pygmy,Democratic Republic of Congo,Subsaharan Africa,Africa,M,yes,yes
HGDP01084,Biaka_Pygmy,Central African Republic,Subsaharan Africa,Africa,F,yes,no
HGDP01085,Biaka_Pygmy,Central African Republic,Subsaharan Africa,Africa,F,yes,no
HGDP01086,Biaka_Pygmy,Central African Republic,Subsaharan Africa,Africa,M,yes,yes
HGDP01087,Biaka_Pygmy,Central African Republic,Subsaharan Africa,Africa,M,yes,no
HGDP01088,Biaka_Pygmy,Central African Republic,Subsaharan Africa,Africa,M,yes,no
HGDP01089,Biaka_Pygmy,Central African Republic,Subsaharan Africa,Africa,M,yes,no
HGDP01090,Biaka_Pygmy,Central African Republic,Subsaharan Africa,Africa,M,yes,yes
HGDP01091,Biaka_Pygmy,Central African Republic,Subsaharan Africa,Africa,M,yes,no
HGDP01092,Biaka_Pygmy,Central African Republic,Subsaharan Africa,Africa,M,yes,no
HGDP01093,Biaka_Pygmy,Central African Republic,Subsaharan Africa,Africa,M,yes,no
HGDP01094,Biaka_Pygmy,Central African Republic,Subsaharan Africa,Africa,M,yes,yes
HGDP01095,Tujia,China,Asia,Est_Asia,M,yes,yes
HGDP01096,Tujia,China,Asia,Est_Asia,M,yes,yes
HGDP01097,Tujia,China,Asia,Est_Asia,M,yes,yes
HGDP01098,Tujia,China,Asia,Est_Asia,F,yes,yes
HGDP01099,Tujia,China,Asia,Est_Asia,M,yes,yes
HGDP01100,Tujia,China,Asia,Est_Asia,M,yes,yes
HGDP01101,Tujia,China,Asia,Est_Asia,M,yes,yes
HGDP01102,Tujia,China,Asia,Est_Asia,M,yes,yes
HGDP01103,Tujia,China,Asia,Est_Asia,M,yes,yes
HGDP01104,Tujia,China,Asia,Est_Asia,M,yes,yes
HGDP01147,North_Italian,Italy (Bergamo),Europe,Europe,M,yes,yes
HGDP01149,North_Italian,Italy (Bergamo),Europe,Europe,M,yes,yes
HGDP01151,North_Italian,Italy (Bergamo),Europe,Europe,M,yes,yes
HGDP01152,North_Italian,Italy (Bergamo),Europe,Europe,M,yes,yes
HGDP01153,North_Italian,Italy (Bergamo),Europe,Europe,M,yes,yes
HGDP01154,North_Italian,Italy (Bergamo),Europe,Europe,M,yes,no
HGDP01155,North_Italian,Italy (Bergamo),Europe,Europe,M,yes,yes
HGDP01156,North_Italian,Italy (Bergamo),Europe,Europe,F,yes,yes
HGDP01157,North_Italian,Italy (Bergamo),Europe,Europe,F,yes,yes
HGDP01161,Tuscan,Italy,Europe,Europe,M,yes,yes
HGDP01162,Tuscan,Italy,Europe,Europe,M,yes,yes
HGDP01163,Tuscan,Italy,Europe,Europe,M,yes,yes
HGDP01164,Tuscan,Italy,Europe,Europe,M,yes,yes
HGDP01166,Tuscan,Italy,Europe,Europe,M,yes,yes
HGDP01167,Tuscan,Italy,Europe,Europe,M,yes,yes
HGDP01168,Tuscan,Italy,Europe,Europe,F,yes,yes
HGDP01169,Tuscan,Italy,Europe,Europe,F,yes,yes
HGDP01171,North_Italian,Italy (Bergamo),Europe,Europe,F,yes,yes
HGDP01172,North_Italian,Italy (Bergamo),Europe,Europe,F,yes,yes
HGDP01173,North_Italian,Italy (Bergamo),Europe,Europe,M,yes,yes
HGDP01174,North_Italian,Italy (Bergamo),Europe,Europe,M,yes,yes
HGDP01177,North_Italian,Italy (Bergamo),Europe,Europe,F,yes,yes
HGDP01179,Yizu,China,Asia,Est_Asia,M,yes,yes
HGDP01180,Yizu,China,Asia,Est_Asia,M,yes,yes
HGDP01181,Yizu,China,Asia,Est_Asia,M,yes,yes
HGDP01182,Yizu,China,Asia,Est_Asia,M,yes,yes
HGDP01183,Yizu,China,Asia,Est_Asia,M,yes,yes
HGDP01184,Yizu,China,Asia,Est_Asia,M,yes,yes
HGDP01185,Yizu,China,Asia,Est_Asia,M,yes,yes
HGDP01186,Yizu,China,Asia,Est_Asia,M,yes,yes
HGDP01187,Yizu,China,Asia,Est_Asia,M,yes,yes
HGDP01188,Yizu,China,Asia,Est_Asia,F,yes,yes
HGDP01189,Miaozu,China,Asia,Est_Asia,M,yes,yes
HGDP01190,Miaozu,China,Asia,Est_Asia,M,yes,yes
HGDP01191,Miaozu,China,Asia,Est_Asia,M,yes,yes
HGDP01192,Miaozu,China,Asia,Est_Asia,M,yes,yes
HGDP01193,Miaozu,China,Asia,Est_Asia,M,yes,yes
HGDP01194,Miaozu,China,Asia,Est_Asia,M,yes,yes
HGDP01195,Miaozu,China,Asia,Est_Asia,M,yes,yes
HGDP01196,Miaozu,China,Asia,Est_Asia,F,yes,yes
HGDP01197,Miaozu,China,Asia,Est_Asia,F,yes,yes
HGDP01198,Miaozu,China,Asia,Est_Asia,F,yes,yes
HGDP01199,Mandenka,Senegal,Subsaharan Africa,Africa,M,yes,yes
HGDP01200,Mandenka,Senegal,Subsaharan Africa,Africa,M,yes,yes
HGDP01201,Mandenka,Senegal,Subsaharan Africa,Africa,F,yes,yes
HGDP01202,Mandenka,Senegal,Subsaharan Africa,Africa,M,yes,yes
HGDP01203,Oroqen,China,Asia,Est_Asia,M,yes,yes
HGDP01204,Oroqen,China,Asia,Est_Asia,M,yes,yes
HGDP01205,Oroqen,China,Asia,Est_Asia,M,yes,yes
HGDP01206,Oroqen,China,Asia,Est_Asia,M,yes,yes
HGDP01207,Oroqen,China,Asia,Est_Asia,M,yes,yes
HGDP01208,Oroqen,China,Asia,Est_Asia,M,yes,yes
HGDP01209,Oroqen,China,Asia,Est_Asia,F,yes,yes
HGDP01210,Oroqen,China,Asia,Est_Asia,M,yes,no
HGDP01211,Oroqen,China,Asia,Est_Asia,F,yes,yes
